event_id,customer_id,event_date,signal_type,detail
5118,1029,2026-05-14,support_ticket,"Reported long wait times reaching support, said they feel like a long-standing customer isn't valued."
5119,1029,2026-07-07,support_ticket,Escalated roaming charges from a recent trip after two unresolved prior contacts.
5120,1029,2026-07-09,support_ticket,Called again about a network outage in their area - this is the third time it hasn't been resolved.
5121,1030,2024-06-03,csat_survey,9
5122,1030,2024-10-19,support_ticket,"Mentioned unclear contract terms in passing, seemed satisfied once explained."
5123,1030,2025-05-31,support_ticket,"Called about an incorrect charge on their statement, said the support experience was quick and easy."
5124,1030,2025-09-16,billing_event,on_time_payment
5125,1030,2025-11-05,billing_event,on_time_payment
5126,1030,2025-12-09,support_ticket,"Mentioned trouble accessing their account online in passing, seemed satisfied once explained."
5127,1031,2023-09-18,csat_survey,6
5128,1031,2024-11-11,support_ticket,Called about an incorrect charge on their statement for the second time this month.
5129,1031,2024-12-22,support_ticket,"Asked about confusion over plan inclusions, sounded a little frustrated but stayed polite."
5130,1031,2025-08-17,support_ticket,"Asked about a delayed refund, sounded a little frustrated but stayed polite."
5131,1031,2025-12-24,csat_survey,4
5132,1031,2026-02-22,billing_event,late_payment
5133,1031,2026-03-24,support_ticket,"Mentioned a network outage in their area, and referenced a competitor's cheaper offer."
5134,1032,2026-06-05,support_ticket,"Mentioned trouble accessing their account online in passing, seemed satisfied once explained."
5135,1032,2026-06-06,support_ticket,"Followed up on unclear contract terms from a prior chat, all sorted now."
5136,1032,2026-06-25,support_ticket,"Asked a quick question about slow data speeds, resolved without any fuss."
5137,1033,2022-08-18,support_ticket,"Reported a billing error, said the first fix attempt didn't fully work."
5138,1033,2023-04-21,billing_event,on_time_payment
5139,1033,2023-09-02,billing_event,plan_change
5140,1033,2023-11-01,billing_event,plan_change
5141,1033,2024-07-17,billing_event,late_payment
5142,1033,2024-11-09,csat_survey,4
5143,1033,2025-01-07,support_ticket,Raised the app crashing repeatedly and wasn't fully satisfied with how it was handled.
5144,1033,2025-02-02,billing_event,plan_change
5145,1033,2026-02-05,billing_event,on_time_payment
5146,1034,2026-06-26,support_ticket,"Mentioned unclear contract terms, and referenced a competitor's cheaper offer."
5147,1034,2026-07-05,support_ticket,Called about the app crashing repeatedly for the second time this month.
5148,1034,2026-07-08,csat_survey,5
5149,1035,2025-11-13,csat_survey,9
5150,1035,2026-02-25,support_ticket,"Asked a quick question about roaming charges from a recent trip, resolved without any fuss."
5151,1035,2026-03-07,billing_event,on_time_payment
5152,1036,2024-09-11,support_ticket,"Reported trouble accessing their account online, said the first fix attempt didn't fully work."
5153,1036,2024-12-01,support_ticket,"Reported an incorrect charge on their statement, said the first fix attempt didn't fully work."
5154,1036,2025-02-17,billing_event,on_time_payment
5155,1036,2025-03-04,support_ticket,"Asked about a billing error, sounded a little frustrated but stayed polite."
5156,1036,2025-07-17,billing_event,plan_change
5157,1037,2022-05-10,csat_survey,6
5158,1037,2022-06-21,billing_event,plan_change
5159,1037,2022-09-01,billing_event,plan_change
5160,1037,2024-01-26,support_ticket,"Mentioned a billing error, and referenced a competitor's cheaper offer."
5161,1037,2024-05-11,csat_survey,5
5162,1037,2024-06-12,csat_survey,7
5163,1037,2024-07-08,csat_survey,6
5164,1037,2025-07-31,support_ticket,Raised an unexpected price increase and wasn't fully satisfied with how it was handled.
5165,1037,2025-10-04,billing_event,plan_change
5166,1037,2026-04-01,billing_event,plan_change
5167,1038,2024-05-17,csat_survey,3
5168,1038,2025-02-27,support_ticket,"Expressed real frustration over dropped calls, said they're at their limit."
5169,1038,2025-03-19,billing_event,missed_payment
5170,1038,2025-07-03,billing_event,late_payment
5171,1038,2025-07-10,csat_survey,3
5172,1038,2026-05-11,support_ticket,Escalated an incorrect charge on their statement after two unresolved prior contacts.
5173,1039,2023-11-30,support_ticket,Called again about slow data speeds - this is the third time it hasn't been resolved.
5174,1039,2024-12-27,support_ticket,"Expressed real frustration over unclear contract terms, said they're at their limit."
5175,1039,2025-07-16,support_ticket,Escalated dropped calls after two unresolved prior contacts.
5176,1039,2025-08-17,support_ticket,Escalated roaming charges from a recent trip after two unresolved prior contacts.
5177,1039,2025-08-22,billing_event,missed_payment
5178,1039,2025-10-18,billing_event,plan_downgrade
5179,1039,2026-06-01,csat_survey,3
5180,1040,2025-05-25,support_ticket,"Asked a quick question about roaming charges from a recent trip, resolved without any fuss."
5181,1040,2025-06-01,billing_event,on_time_payment
5182,1040,2025-07-31,csat_survey,7
5183,1041,2025-02-09,support_ticket,"Asked a quick question about the app crashing repeatedly, resolved without any fuss."
5184,1041,2025-03-31,billing_event,on_time_payment
5185,1041,2026-05-11,support_ticket,"Mentioned dropped calls in passing, seemed satisfied once explained."
5186,1042,2026-05-12,billing_event,missed_payment
5187,1042,2026-05-21,billing_event,missed_payment
5188,1042,2026-06-22,billing_event,missed_payment
5189,1043,2026-06-09,billing_event,on_time_payment
5190,1043,2026-06-25,support_ticket,"Called about long wait times reaching support, said the support experience was quick and easy."
5191,1043,2026-07-08,support_ticket,"Asked a quick question about roaming charges from a recent trip, resolved without any fuss."
5192,1044,2025-03-14,support_ticket,"Mentioned trouble accessing their account online in passing, seemed satisfied once explained."
5193,1044,2026-01-22,support_ticket,"Asked how slow data speeds would affect their next bill, no complaints raised."
5194,1044,2026-06-11,support_ticket,"Asked how roaming charges from a recent trip would affect their next bill, no complaints raised."
5195,1045,2022-01-11,csat_survey,5
5196,1045,2022-02-03,billing_event,late_payment
5197,1045,2022-03-11,support_ticket,Asked directly what it would take to cancel after ongoing confusion over plan inclusions.
5198,1045,2022-06-15,billing_event,plan_downgrade
5199,1045,2022-07-03,billing_event,missed_payment
5200,1045,2022-12-20,csat_survey,3
5201,1045,2023-08-13,support_ticket,Called again about long wait times reaching support - this is the third time it hasn't been resolved.
5202,1045,2023-11-18,billing_event,plan_downgrade
5203,1045,2024-10-08,support_ticket,Escalated coverage issues at their new address after two unresolved prior contacts.
5204,1045,2025-05-30,billing_event,late_payment
5205,1045,2026-01-30,support_ticket,"Reported a delayed refund, said they feel like a long-standing customer isn't valued."
5206,1046,2023-12-01,support_ticket,Queried the app crashing repeatedly and asked whether a better plan was available.
5207,1046,2024-05-31,csat_survey,7
5208,1046,2024-10-31,support_ticket,"Asked about dropped calls, sounded a little frustrated but stayed polite."
5209,1046,2025-10-11,support_ticket,"Mentioned a delayed refund, and referenced a competitor's cheaper offer."
5210,1046,2025-11-09,csat_survey,5
5211,1046,2026-05-26,billing_event,on_time_payment
5212,1046,2026-06-24,billing_event,plan_change
5213,1047,2026-03-06,billing_event,on_time_payment
5214,1047,2026-04-30,support_ticket,Called about an unexpected price increase for the second time this month.
5215,1047,2026-06-02,support_ticket,"Mentioned an unexpected price increase, and referenced a competitor's cheaper offer."
5216,1048,2026-03-31,support_ticket,"Expressed real frustration over slow data speeds, said they're at their limit."
5217,1048,2026-04-24,support_ticket,Called again about long wait times reaching support - this is the third time it hasn't been resolved.
5218,1048,2026-05-26,csat_survey,5
5219,1049,2021-06-22,support_ticket,Asked directly what it would take to cancel after ongoing coverage issues at their new address.
5220,1049,2021-07-20,csat_survey,2
5221,1049,2022-06-17,billing_event,late_payment
5222,1049,2022-11-07,support_ticket,Escalated a faulty modem/router after two unresolved prior contacts.
5223,1049,2023-04-16,billing_event,late_payment
5224,1049,2023-05-12,billing_event,missed_payment
5225,1049,2023-06-23,billing_event,late_payment
5226,1049,2023-08-09,csat_survey,5
5227,1049,2024-09-12,support_ticket,Escalated a faulty modem/router after two unresolved prior contacts.
5228,1049,2024-11-28,billing_event,late_payment
5229,1049,2025-03-24,support_ticket,Said they're actively comparing providers because of coverage issues at their new address.
5230,1049,2025-12-31,csat_survey,3
5231,1050,2022-09-14,billing_event,missed_payment
5232,1050,2022-11-21,billing_event,plan_downgrade
5233,1050,2023-02-12,csat_survey,5
5234,1050,2023-08-17,billing_event,late_payment
5235,1050,2023-08-29,csat_survey,5
5236,1050,2024-08-14,support_ticket,Asked directly what it would take to cancel after ongoing a billing error.
5237,1050,2024-10-14,billing_event,plan_downgrade
5238,1050,2025-02-16,billing_event,missed_payment
5239,1050,2026-01-30,billing_event,missed_payment
5240,1050,2026-02-26,support_ticket,"Expressed real frustration over the app crashing repeatedly, said they're at their limit."
5241,1051,2023-06-28,billing_event,on_time_payment
5242,1051,2023-08-19,csat_survey,7
5243,1051,2024-10-01,csat_survey,8
5244,1051,2025-05-06,csat_survey,9
5245,1051,2025-06-13,csat_survey,10
5246,1051,2025-09-24,support_ticket,"Followed up on a network outage in their area from a prior chat, all sorted now."
5247,1051,2026-01-22,support_ticket,"Asked a quick question about a network outage in their area, resolved without any fuss."
5248,1051,2026-05-12,support_ticket,"Mentioned coverage issues at their new address in passing, seemed satisfied once explained."
5249,1052,2022-03-02,support_ticket,Escalated a delayed refund after two unresolved prior contacts.
5250,1052,2022-03-18,support_ticket,"Expressed real frustration over slow data speeds, said they're at their limit."
5251,1052,2022-05-26,support_ticket,Said they're actively comparing providers because of trouble accessing their account online.
5252,1052,2022-07-11,csat_survey,4
5253,1052,2023-07-08,billing_event,missed_payment
5254,1052,2024-03-03,csat_survey,1
5255,1052,2024-09-18,support_ticket,"Expressed real frustration over long wait times reaching support, said they're at their limit."
5256,1052,2025-09-23,csat_survey,5
5257,1052,2025-12-03,billing_event,missed_payment
5258,1052,2026-01-21,csat_survey,2
5259,1052,2026-03-20,support_ticket,Called again about an unexpected price increase - this is the third time it hasn't been resolved.
5260,1053,2026-02-11,billing_event,missed_payment
5261,1053,2026-05-01,support_ticket,Said they're actively comparing providers because of unclear contract terms.
5262,1053,2026-05-31,billing_event,late_payment
5263,1054,2025-07-21,billing_event,on_time_payment
5264,1054,2026-02-03,billing_event,on_time_payment
5265,1054,2026-06-14,support_ticket,"Called about slow data speeds, said the support experience was quick and easy."
5266,1055,2023-06-11,billing_event,on_time_payment
5267,1055,2023-06-27,billing_event,on_time_payment
5268,1055,2024-03-02,support_ticket,"Reported long wait times reaching support, said the first fix attempt didn't fully work."
5269,1055,2025-04-07,billing_event,on_time_payment
5270,1055,2025-07-03,support_ticket,"Mentioned a billing error, and referenced a competitor's cheaper offer."
5271,1055,2025-08-24,billing_event,on_time_payment
5272,1055,2025-08-24,support_ticket,Raised a network outage in their area and wasn't fully satisfied with how it was handled.
5273,1055,2026-06-27,csat_survey,6
5274,1056,2026-02-02,support_ticket,"Asked how a delayed refund would affect their next bill, no complaints raised."
5275,1056,2026-04-14,support_ticket,"Followed up on trouble accessing their account online from a prior chat, all sorted now."
5276,1056,2026-06-12,csat_survey,8
5277,1057,2026-05-10,support_ticket,"Followed up on a network outage in their area from a prior chat, all sorted now."
5278,1057,2026-05-28,csat_survey,8
5279,1057,2026-06-08,csat_survey,10
5280,1058,2025-10-13,csat_survey,7
5281,1058,2025-11-28,billing_event,late_payment
5282,1058,2026-02-07,support_ticket,"Mentioned a billing error, and referenced a competitor's cheaper offer."
5283,1059,2026-03-20,support_ticket,Raised a faulty modem/router and wasn't fully satisfied with how it was handled.
5284,1059,2026-05-20,support_ticket,Raised a network outage in their area and wasn't fully satisfied with how it was handled.
5285,1059,2026-07-06,csat_survey,7
5286,1060,2020-08-25,csat_survey,10
5287,1060,2020-10-23,support_ticket,"Asked how an unexpected price increase would affect their next bill, no complaints raised."
5288,1060,2021-06-10,support_ticket,"Asked a quick question about an incorrect charge on their statement, resolved without any fuss."
5289,1060,2021-12-14,billing_event,on_time_payment
5290,1060,2023-05-24,support_ticket,"Mentioned confusion over plan inclusions in passing, seemed satisfied once explained."
5291,1060,2023-06-23,csat_survey,10
5292,1060,2023-07-15,csat_survey,10
5293,1060,2023-08-27,support_ticket,"Reached out about roaming charges from a recent trip - nothing urgent, just wanted clarity."
5294,1060,2025-04-27,billing_event,on_time_payment
5295,1060,2025-07-19,csat_survey,9
5296,1060,2025-11-28,csat_survey,10
5297,1060,2026-04-03,support_ticket,"Followed up on an incorrect charge on their statement from a prior chat, all sorted now."
5298,1061,2020-09-02,support_ticket,"Mentioned a network outage in their area in passing, seemed satisfied once explained."
5299,1061,2021-05-07,support_ticket,"Mentioned a delayed refund in passing, seemed satisfied once explained."
5300,1061,2021-10-25,support_ticket,"Called about unclear contract terms, said the support experience was quick and easy."
5301,1061,2021-12-16,billing_event,on_time_payment
5302,1061,2022-03-25,billing_event,on_time_payment
5303,1061,2022-04-08,billing_event,on_time_payment
5304,1061,2022-07-04,billing_event,plan_upgrade
5305,1061,2024-01-06,support_ticket,"Asked a quick question about dropped calls, resolved without any fuss."
5306,1061,2024-01-10,billing_event,plan_upgrade
5307,1061,2025-03-20,support_ticket,"Asked how a delayed refund would affect their next bill, no complaints raised."
5308,1061,2025-09-11,support_ticket,"Asked a quick question about slow data speeds, resolved without any fuss."
5309,1061,2026-02-23,csat_survey,10
5310,1062,2025-12-06,support_ticket,Called again about an unexpected price increase - this is the third time it hasn't been resolved.
5311,1062,2026-01-25,csat_survey,3
5312,1062,2026-06-11,support_ticket,"Reported a billing error, said they feel like a long-standing customer isn't valued."
5313,1063,2026-02-25,billing_event,missed_payment
5314,1063,2026-03-18,csat_survey,3
5315,1063,2026-06-12,billing_event,missed_payment
5316,1064,2025-03-22,billing_event,on_time_payment
5317,1064,2025-08-09,support_ticket,"Asked how the app crashing repeatedly would affect their next bill, no complaints raised."
5318,1064,2025-09-11,support_ticket,"Asked a quick question about a billing error, resolved without any fuss."
5319,1065,2026-06-15,billing_event,plan_upgrade
5320,1065,2026-06-27,billing_event,on_time_payment
5321,1065,2026-07-02,support_ticket,"Mentioned trouble accessing their account online in passing, seemed satisfied once explained."
5322,1066,2026-01-11,billing_event,on_time_payment
5323,1066,2026-04-29,billing_event,plan_upgrade
5324,1066,2026-06-08,support_ticket,"Reached out about an incorrect charge on their statement - nothing urgent, just wanted clarity."
5325,1067,2026-04-23,support_ticket,"Expressed real frustration over coverage issues at their new address, said they're at their limit."
5326,1067,2026-04-26,billing_event,missed_payment
5327,1067,2026-05-16,csat_survey,3
5328,1068,2026-02-05,billing_event,on_time_payment
5329,1068,2026-02-16,billing_event,on_time_payment
5330,1068,2026-05-07,csat_survey,5
5331,1069,2024-08-02,billing_event,late_payment
5332,1069,2024-09-11,csat_survey,5
5333,1069,2024-12-25,support_ticket,Called about a faulty modem/router for the second time this month.
5334,1069,2025-02-05,support_ticket,"Mentioned a billing error, and referenced a competitor's cheaper offer."
5335,1069,2025-08-25,support_ticket,"Reported a network outage in their area, said the first fix attempt didn't fully work."
5336,1070,2024-01-02,billing_event,late_payment
5337,1070,2024-05-01,billing_event,missed_payment
5338,1070,2024-07-07,support_ticket,Said they're actively comparing providers because of trouble accessing their account online.
5339,1070,2025-05-16,billing_event,missed_payment
5340,1070,2025-05-28,csat_survey,5
5341,1070,2026-02-27,support_ticket,Asked directly what it would take to cancel after ongoing a delayed refund.
5342,1071,2025-10-14,support_ticket,Said they're actively comparing providers because of a delayed refund.
5343,1071,2025-10-15,billing_event,late_payment
5344,1071,2026-03-29,csat_survey,5
5345,1072,2025-04-27,billing_event,on_time_payment
5346,1072,2025-04-29,csat_survey,8
5347,1072,2025-06-03,billing_event,on_time_payment
5348,1072,2025-08-24,csat_survey,8
5349,1073,2026-05-30,support_ticket,"Reached out about a network outage in their area - nothing urgent, just wanted clarity."
5350,1073,2026-06-11,csat_survey,8
5351,1073,2026-06-24,support_ticket,"Followed up on coverage issues at their new address from a prior chat, all sorted now."
5352,1074,2026-03-16,support_ticket,"Asked a quick question about the app crashing repeatedly, resolved without any fuss."
5353,1074,2026-04-17,support_ticket,"Followed up on the app crashing repeatedly from a prior chat, all sorted now."
5354,1074,2026-06-27,support_ticket,"Mentioned unclear contract terms in passing, seemed satisfied once explained."
5355,1075,2026-06-20,billing_event,late_payment
5356,1075,2026-06-25,billing_event,late_payment
5357,1075,2026-06-27,support_ticket,"Reported trouble accessing their account online, said they feel like a long-standing customer isn't valued."
5358,1076,2026-06-13,csat_survey,3
5359,1076,2026-06-17,csat_survey,5
5360,1076,2026-06-18,support_ticket,Called again about dropped calls - this is the third time it hasn't been resolved.
5361,1077,2025-11-17,support_ticket,Escalated a faulty modem/router after two unresolved prior contacts.
5362,1077,2025-12-25,billing_event,late_payment
5363,1077,2026-04-27,csat_survey,4
5364,1078,2026-05-03,billing_event,missed_payment
5365,1078,2026-05-06,billing_event,plan_downgrade
5366,1078,2026-06-25,billing_event,plan_downgrade
5367,1079,2024-12-10,billing_event,plan_upgrade
5368,1079,2024-12-22,support_ticket,"Asked a quick question about trouble accessing their account online, resolved without any fuss."
5369,1079,2025-03-20,support_ticket,"Called about confusion over plan inclusions, said the support experience was quick and easy."
5370,1079,2025-05-19,billing_event,on_time_payment
5371,1079,2025-12-30,support_ticket,"Reached out about a network outage in their area - nothing urgent, just wanted clarity."
5372,1079,2026-03-19,csat_survey,9
5373,1080,2026-04-12,billing_event,on_time_payment
5374,1080,2026-06-17,csat_survey,8
5375,1080,2026-06-17,support_ticket,"Mentioned an unexpected price increase in passing, seemed satisfied once explained."
5376,1081,2025-12-12,billing_event,on_time_payment
5377,1081,2026-01-23,billing_event,late_payment
5378,1081,2026-02-07,support_ticket,Queried confusion over plan inclusions and asked whether a better plan was available.
5379,1082,2024-07-18,csat_survey,10
5380,1082,2025-01-23,support_ticket,"Reached out about an incorrect charge on their statement - nothing urgent, just wanted clarity."
5381,1082,2025-02-06,support_ticket,"Followed up on trouble accessing their account online from a prior chat, all sorted now."
5382,1082,2025-12-03,support_ticket,"Reached out about roaming charges from a recent trip - nothing urgent, just wanted clarity."
5383,1082,2026-07-07,csat_survey,10
5384,1083,2023-03-12,billing_event,on_time_payment
5385,1083,2023-03-14,billing_event,on_time_payment
5386,1083,2023-05-22,csat_survey,10
5387,1083,2023-07-04,csat_survey,8
5388,1083,2024-06-18,billing_event,on_time_payment
5389,1083,2024-09-06,support_ticket,"Called about unclear contract terms, said the support experience was quick and easy."
5390,1083,2024-12-13,csat_survey,10
5391,1083,2025-09-13,support_ticket,"Asked a quick question about an incorrect charge on their statement, resolved without any fuss."
5392,1084,2026-04-12,support_ticket,"Expressed real frustration over coverage issues at their new address, said they're at their limit."
5393,1084,2026-05-01,support_ticket,Asked directly what it would take to cancel after ongoing a faulty modem/router.
5394,1084,2026-07-06,billing_event,missed_payment
5395,1085,2026-05-10,billing_event,on_time_payment
5396,1085,2026-07-04,support_ticket,"Mentioned dropped calls in passing, seemed satisfied once explained."
5397,1085,2026-07-09,support_ticket,"Called about a faulty modem/router, said the support experience was quick and easy."
5398,1086,2025-10-04,billing_event,on_time_payment
5399,1086,2026-02-28,support_ticket,"Asked a quick question about confusion over plan inclusions, resolved without any fuss."
5400,1086,2026-03-30,support_ticket,"Mentioned long wait times reaching support in passing, seemed satisfied once explained."
5401,1087,2024-04-04,csat_survey,8
5402,1087,2024-10-03,support_ticket,"Followed up on confusion over plan inclusions from a prior chat, all sorted now."
5403,1087,2024-10-29,billing_event,on_time_payment
5404,1087,2025-01-21,support_ticket,"Asked how a network outage in their area would affect their next bill, no complaints raised."
5405,1087,2025-09-13,csat_survey,10
5406,1087,2026-03-23,support_ticket,"Followed up on slow data speeds from a prior chat, all sorted now."
5407,1088,2026-05-27,support_ticket,"Reported a network outage in their area, said the first fix attempt didn't fully work."
5408,1088,2026-05-28,support_ticket,"Reported trouble accessing their account online, said the first fix attempt didn't fully work."
5409,1088,2026-06-10,csat_survey,6
5410,1089,2026-03-20,billing_event,plan_change
5411,1089,2026-03-28,billing_event,on_time_payment
5412,1089,2026-06-29,billing_event,on_time_payment
5413,1090,2026-06-09,support_ticket,Escalated dropped calls after two unresolved prior contacts.
5414,1090,2026-06-23,csat_survey,5
5415,1090,2026-07-04,support_ticket,Escalated an incorrect charge on their statement after two unresolved prior contacts.
5416,1091,2026-05-22,billing_event,on_time_payment
5417,1091,2026-06-14,billing_event,on_time_payment
5418,1091,2026-06-15,csat_survey,8
5419,1092,2024-07-25,billing_event,plan_upgrade
5420,1092,2024-11-22,support_ticket,"Asked how trouble accessing their account online would affect their next bill, no complaints raised."
5421,1092,2025-08-01,billing_event,plan_upgrade
5422,1092,2026-01-10,support_ticket,"Asked how an unexpected price increase would affect their next bill, no complaints raised."
